Mnemonic,Name,Old ID,Active,Type,Category,MFLCode
CXBOITC,Boitekanelo Clinic,,Y,O,Local,6675b20178fc5428625b3777
CXBOKAAC,Bokaa Clinic Kweneng,,Y,O,Local,6675b20178fc5428625b3778
CXBOKAC,Bokaa Clinic Kgatleng,,Y,O,Local,6675b20178fc5428625b3779
CXBOKSC,Bokspits Clinic,,Y,O,Local,6675b20178fc5428625b377a
CXBOLE,Letlhakane Primary Hospital,,Y,O,Local,6675b20178fc5428625b377b
CXBOMM,Mmadinare Primary Hospital,,Y,O,Local,6675b20178fc5428625b377c
CXBONWP,Bonwapitse Health Post,,Y,O,Local,6675b20178fc5428625b377d
CXBOOR,Orapa Mine Hospital,,Y,O,Local,6675b20178fc5428625b377e
CXBORA,Rakops Primary Hospital,,Y,O,Local,6675b20178fc5428625b377f
CXBORAK,Borakalalo Clinic,,Y,O,Local,6675b20178fc5428625b3780
CXBORAKN,Borakalalo New Clinic,,Y,O,Local,6675b20178fc5428625b3781
CXBORIB,Boribamo Clinic,,Y,O,Local,6675b20178fc5428625b3782
CXBOROH,Boro Prison Health Post,,Y,O,Local,6675b20178fc5428625b3783
CXBOROL,Borolong Health Post,,Y,O,Local,6675b20178fc5428625b3784
CXBOROTC,Borotsi Clinic,,Y,O,Local,6675b20178fc5428625b3785
CXBOSEKP,Boseja Kubung Health Post,,Y,O,Local,6675b20178fc5428625b3786
CXBOSWEC,Boswelakoko Clinic,,Y,O,Local,6675b20178fc5428625b3787
CXBOTHHP,Bothatogo Health Post,,Y,O,Local,6675b20178fc5428625b3788
CXBOTLHA,Botlhapatlou Clinic,,Y,O,Local,6675b20178fc5428625b3789
CXBOTSAC,Botsalano Clinic,,Y,O,Local,6675b20178fc5428625b378a
CXBOTSHC,Botshabelo Clinic,,Y,O,Local,6675b20178fc5428625b378b
CXBOTSHE,Botshelo Clinic,,Y,O,Local,6675b20178fc5428625b378c
CXBOTSW,Botswelelo Clinic,,Y,O,Local,6675b20178fc5428625b378d
CXBOTUS,Botusa Clinic,,Y,O,Local,6675b20178fc5428625b378e
CXBOTUSA,Botusa Clinic,,Y,O,Local,6675b20178fc5428625b378f
CXBSEL,Selebi Phikwe Hospital IDCC,,N,O,Local,6675b20178fc5428625b3790
CXBTACL,BTA,,Y,O,Local,6675b20178fc5428625b3791
CXBUTAL,Butale Health Post,,Y,O,Local,6675b20178fc5428625b3792
CXCHADIC,Chadibe Clinic,,Y,O,Local,6675b20178fc5428625b3793
CXCHANG,Changate Clinic,,Y,O,Local,6675b20178fc5428625b3794
CXCHANOG,Chanoga Health Post,,Y,O,Local,6675b20178fc5428625b3795
CXCHARLC,Charleshill Clinic,,Y,O,Local,6675b20178fc5428625b3796
CXCHKA,Kasane Hospital,,Y,O,Local,6675b20178fc5428625b3797
CXCHOBHP,Chobokwane Health Post,,Y,O,Local,6675b20178fc5428625b3798
CXCOEMOL,College of Education Clinic,,Y,O,Local,6675b20178fc5428625b3799
CXCOVEMC,Covenant medical Centre,,Y,O,Local,6675b20178fc5428625b379a
CXDADAC,Joosub Dada Clinic,,Y,O,Local,6675b20178fc5428625b379b
CXDAMUHP,Damuchujenaa Health Post,,Y,O,Local,6675b20178fc5428625b379c
CXDAVECL,Davenine Clinic,,Y,O,Local,6675b20178fc5428625b379d
CXDEKARH,Dekar Health Post,,Y,O,Local,6675b20178fc5428625b379e
CXDELTMC,Delta Medical Centre,,Y,O,Local,6675b20178fc5428625b379f
CXDIABOH,Diabo Health Post,,Y,O,Local,6675b20178fc5428625b37a0
CXDIBETH,Dibete Health Post,,Y,O,Local,6675b20178fc5428625b37a1
CXDIGAWC,Digawana Clinic,,Y,O,Local,6675b20178fc5428625b37a2
CXDIKGOH,Dikgonnye Health Post,,Y,O,Local,6675b20178fc5428625b37a3
CXDIKWHP,Dikwididi Health Post,,Y,O,Local,6675b20178fc5428625b37a4
CXDILOHP,Diloro Health Post,,Y,O,Local,6675b20178fc5428625b37a5
CXDILOLH,Dilolwe Health Post,,Y,O,Local,6675b20178fc5428625b37a6
CXDIMAJW,Dimajwe Clinic,,Y,O,Local,6675b20178fc5428625b37a7
CXDIPHUH,Diphuduhudu Health Post,,Y,O,Local,6675b20178fc5428625b37a8
CXDISANH,Disana Health Post,,Y,O,Local,6675b20178fc5428625b37a9
CXDITLAH,Ditladi Health Post,,Y,O,Local,6675b20178fc5428625b37aa
CXDITLHH,Ditlharapa Health Post,,Y,O,Local,6675b20178fc5428625b37ab
CXDITSC,Ditshegwane Health Post,,Y,O,Local,6675b20178fc5428625b37ac
CXDITSHHP,Ditshukudu Health Post,,Y,O,Local,6675b20178fc5428625b37ad
CXDITSWC,Ditsweletse Clinic,,Y,O,Local,6675b20178fc5428625b37ae
CXDOVEHP,Dovedale Health Post,,Y,O,Local,6675b20178fc5428625b37af
CXDRIEHP,Draiehoek Health Post,,Y,O,Local,6675b20178fc5428625b37b0
CXDUKWIC,Dukwi Clinic,,Y,O,Local,6675b20178fc5428625b37b1
CXDUTLWH,Dutlwe Health Post,,Y,O,Local,6675b20178fc5428625b37b2
CXEASTHP,East Hanahai Health Post,,Y,O,Local,6675b20178fc5428625b37b3
CXFBDFC,BDF Clinic Franscistown,,N,O,Local,6675b20178fc5428625b37b4
CXFIHS,Franscistown IHS,,Y,O,Local,6675b20178fc5428625b37b5
CXFPRISO,Prisons Clinic,,Y,O,Local,6675b20178fc5428625b37b6
CXFRBD,Francistown BDF,,Y,O,Local,6675b20178fc5428625b37b7
CXFRFR,Francistown BDF,,N,O,Local,6675b20178fc5428625b37b8
CXGABAHP,Gabane Health Post,,Y,O,Local,6675b20178fc5428625b37b9
CXGABAN,Gabane Clinic,,Y,O,Local,6675b20178fc5428625b37ba
CXGABWES,Gaborone West Clinic,,Y,O,Local,6675b20178fc5428625b37bb
CXGAKGHP,Gakgatla Health Post,,Y,O,Local,6675b20178fc5428625b37bc
CXGAKH,Kanye SDA Hospital,,Y,O,Local,6675b20178fc5428625b37bd
CXGAKUTH,Gakutlo Health Post,,Y,O,Local,6675b20178fc5428625b37be
CXGAMAJH,Gamajaalela Health Post,,Y,O,Local,6675b20178fc5428625b37bf
CXGAMHP,Gambule Health Post,,Y,O,Local,6675b20178fc5428625b37c0
CXGAMODH,Gamodubu Health Post,,Y,O,Local,6675b20178fc5428625b37c1
CXGASITH,Gasita Health Post,,Y,O,Local,6675b20178fc5428625b37c2
CXGASS,Sir Seretse Khama Base,,Y,O,Local,6675b20178fc5428625b37c3
CXGATHWH,Gathwane Health Post,,Y,O,Local,6675b20178fc5428625b37c4
CXGHANHP,Ghani Health Post,,Y,O,Local,6675b20178fc5428625b37c5
CXGLOMI,Global Mission,,Y,O,Local,6675b20178fc5428625b37c6
CXGNATAC,Nata Clinic Gweta,,Y,O,Local,6675b20178fc5428625b37c7
CXGOBOH,Gobojango Health Post,,Y,O,Local,6675b20178fc5428625b37c8
CXGOGO,Good Hope	Primary Hospital,,Y,O,Local,6675b20178fc5428625b37c9
CXGOJWHP,Gojwane Health Post,,Y,O,Local,6675b20178fc5428625b37ca
CXGOOSH,Goosekgweng Health Post,,Y,O,Local,6675b20178fc5428625b37cb
CXGOOTH,Gootau Health Post,,Y,O,Local,6675b20178fc5428625b37cc
CXGOSHW,Goshwe Health Post,,Y,O,Local,6675b20178fc5428625b37cd
CXGROOT,Grootlaagte Health Post,,Y,O,Local,6675b20178fc5428625b37ce
CXGUDIHP,Gudingwa Health Post,,Y,O,Local,6675b20178fc5428625b37cf
CXGULUBH,Gulubane Health Post,,Y,O,Local,6675b20178fc5428625b37d0
CXGUMAC,Gumare Clinic,,Y,O,Local,6675b20178fc5428625b37d1
CXGUMHOS,Gumare Hospital,,Y,O,Local,6675b20178fc5428625b37d2
CXGUNUTH,Gunutsoga Health Post,,Y,O,Local,6675b20178fc5428625b37d3
CXGWETAC,Gweta Clinic,,Y,O,Local,6675b20178fc5428625b37d4
CXGWETPH,Gweta Primary Hospital,,Y,O,Local,6675b20178fc5428625b37d5
CXHABUHP,Habu Health Post,,Y,O,Local,6675b20178fc5428625b37d6
CXHATSHP,Hatsalatladi Health Post,,Y,O,Local,6675b20178fc5428625b37d7
CXHAVA,Harvard Studies,,Y,O,Local,6675b20178fc5428625b37d8
CXHEACEN,Health Centre,,Y,O,Local,6675b20178fc5428625b37d9
CXHEBRO,Hebron Clinic,,Y,O,Local,6675b20178fc5428625b37da
CXHEREFC,Hereford Clinic,,Y,O,Local,6675b20178fc5428625b37db
CXHUHU,Hukuntsi Primary Hospital,,Y,O,Local,6675b20178fc5428625b37dc
CXHUKUN,Hukuntsi Clinic,,Y,O,Local,6675b20178fc5428625b37dd
CXIHS,Institute of Health Sciences,,Y,O,Local,6675b20178fc5428625b37de
CXIKAGO,Ikago Clinic,,Y,O,Local,6675b20178fc5428625b37df
CXIKOGHP,Ikoga Health Post,,Y,O,Local,6675b20178fc5428625b37e0
CXIKONGH,Ikongwe Health Psot,,Y,O,Local,6675b20178fc5428625b37e1
CXINALEH,Inalegolo Health Post,,Y,O,Local,6675b20178fc5428625b37e2
CXINDUS,Industrial Clinic,,Y,O,Local,6675b20178fc5428625b37e3
CXINSDMA,Institute of Develo Management,,Y,O,Local,6675b20178fc5428625b37e4
CXITHOLH,Itholoke Health Post,,Y,O,Local,6675b20178fc5428625b37e5
CXJACKAH,Jackalas 1 Health Post,,Y,O,Local,6675b20178fc5428625b37e6
CXJACKHP,Jackalas 11 Health Post,,Y,O,Local,6675b20178fc5428625b37e7
CXJUMEDC,Juliana Medical Clinic,,Y,O,Local,6675b20178fc5428625b37e8
CXJWATCC,Jwaneng Town Council Clinic,,Y,O,Local,6675b20178fc5428625b37e9
CXJWJW,Jwaneng Mine Hospital,,Y,O,Local,6675b20178fc5428625b37ea
CXKAATEL,Kgatelopele,,Y,O,Local,6675b20178fc5428625b37eb
CXKACGAH,Kacgae Health Post,,Y,O,Local,6675b20178fc5428625b37ec
CXKACHIC,Kachikau Clinic,,Y,O,Local,6675b20178fc5428625b37ed
CXKAGIFC,Kagiso Clinic Franscistown,,Y,O,Local,6675b20178fc5428625b37ee
CXKAGISC,Kagiso Clinic Selebi Phikwe,,Y,O,Local,6675b20178fc5428625b37ef
CXKALAKH,Kalakamati Health Post,,Y,O,Local,6675b20178fc5428625b37f0
CXKALAMC,Kalamare Clinic,,Y,O,Local,6675b20178fc5428625b37f1
CXKALKFC,Kalkfontein Clinic,,Y,O,Local,6675b20178fc5428625b37f2
CXKANG,Kang clinic,,Y,O,Local,6675b20178fc5428625b37f3
CXKANYMC,Kanye Main Clinic,,Y,O,Local,6675b20178fc5428625b37f4
CXKARAKH,Karakubis Health Post,,Y,O,Local,6675b20178fc5428625b37f5
CXKARENG,Kareng Health Post,,Y,O,Local,6675b20178fc5428625b37f6
CXKASHP,Kasane Health Post,,Y,O,Local,6675b20178fc5428625b37f7
CXKAUDH,Kaudwane Health Post,,Y,O,Local,6675b20178fc5428625b37f8
CXKAUXP,Kauxwi Health Post,,Y,O,Local,6675b20178fc5428625b37f9
CXKAVIMHP,Kavimba Health Post,,Y,O,Local,6675b20178fc5428625b37fa
CXKAZBDF,Kazungula BDF Health Post,,Y,O,Local,6675b20178fc5428625b37fb
CXKAZUNH,Kazungula Health Post,,Y,O,Local,6675b20178fc5428625b37fc
CXKEDIAHP,Kedia Health Post,,Y,O,Local,6675b20178fc5428625b37fd
CXKEDIRC,Kediretswe Clinic,,Y,O,Local,6675b20178fc5428625b37fe
CXKENGHP,Keng Health Post,,Y,O,Local,6675b20178fc5428625b37ff
CXKESC,Scottish Livingstone Hospital,,Y,O,Local,6675b20178fc5428625b3800
CXKETA,Thebephatshwa Airbase BDF,,Y,O,Local,6675b20178fc5428625b3801
CXKETH,Thamaga Primary Hospital,,Y,O,Local,6675b20178fc5428625b3802
CXKGARIH,Kgari Health Post,,Y,O,Local,6675b20178fc5428625b3803
CXKGDE,Deborah Memorial hospital,,Y,O,Local,6675b20178fc5428625b3804
CXKGOMOH,Kgomodiatshaba Health Post,,Y,O,Local,6675b20178fc5428625b3805
CXKGOMOK,Kgomokasitwa Health Post,,Y,O,Local,6675b20178fc5428625b3806
CXKGOPEH,Kgope Health Post,,Y,O,Local,6675b20178fc5428625b3807
CXKGSOIN,Kgosing Clinic,,Y,O,Local,6675b20178fc5428625b3808
CXKGWATC,Kgwatlheng Clinic,,Y,O,Local,6675b20178fc5428625b3809
CXKHAKHC,Khakhea Clinic,,Y,O,Local,6675b20178fc5428625b380a
CXKHAWHP,Khawa Health Post,,Y,O,Local,6675b20178fc5428625b380b
CXKHAYAH,Khayakholo Health Post,,Y,O,Local,6675b20178fc5428625b380c
CXKHAYAK,Khayakholo Clinic,,Y,O,Local,6675b20178fc5428625b380d
CXKHEKHP,Khekhenye Health Post,,Y,O,Local,6675b20178fc5428625b380e
CXKHONHP,Khonkhwa Health Post,,Y,O,Local,6675b20178fc5428625b380f
CXKHUDC,Khudumelapye Clinic,,Y,O,Local,6675b20178fc5428625b3810
CXKHUMAC,Khumaga Health Post,,Y,O,Local,6675b20178fc5428625b3811
CXKHURUC,Khurumela	Clinic,,Y,O,Local,6675b20178fc5428625b3812
CXKHURUH,Khurutshe Health Post,,Y,O,Local,6675b20178fc5428625b3813
CXKHWAIC,Khwai Clinic,,Y,O,Local,6675b20178fc5428625b3814
CXKODIHP,Kodibeleng Health Post,,Y,O,Local,6675b20178fc5428625b3815
CXKOKOHP,Kokong Health Post,,Y,O,Local,6675b20178fc5428625b3816
CXKOKOTH,Kokotsha Health Post,,Y,O,Local,6675b20178fc5428625b3817
CXKOLEHP,Kole Health Post,,Y,O,Local,6675b20178fc5428625b3818
CXKOMAHP,Komana Health Post,,Y,O,Local,6675b20178fc5428625b3819
CXKOPON,Kopong Health Post,,Y,O,Local,6675b20178fc5428625b381a
CXKOTOHP,Kotolaname Health Post,,Y,O,Local,6675b20178fc5428625b381b
CXKUBANH,Kubung Health Post,,Y,O,Local,6675b20178fc5428625b381c
CXKUDUMH,Kudumatse Health Post,,Y,O,Local,6675b20178fc5428625b381d
CXKUMAKC,Kumakwane Health Post,,Y,O,Local,6675b20178fc5428625b381e
CXKUTAMH,Kutamogore Health Post,,Y,O,Local,6675b20178fc5428625b381f
CXKWANBDF,Kwando BDF Health Post,,Y,O,Local,6675b20178fc5428625b3820
CXKWEEHP,Kwee Health Post,,Y,O,Local,6675b20178fc5428625b3821
CXKWENHP,Kweneng Health Post,,Y,O,Local,6675b20178fc5428625b3822
CXKWTS,Tsabong Primary Hospital,,Y,O,Local,6675b20178fc5428625b3823
CXLAPOLO,Lapologang Clinic,,Y,O,Local,6675b20178fc5428625b3824
CXLAZANC,Lazane Kaplan Clinic,,Y,O,Local,6675b20178fc5428625b3825
CXLECHC,Lecheng Clinic,,Y,O,Local,6675b20178fc5428625b3826
CXLEETHP,Leetile Health Post,,Y,O,Local,6675b20178fc5428625b3827
CXLEHUTH,Lehututu Health Post,,Y,O,Local,6675b20178fc5428625b3828
CXLEKGOH,Lekgolobotlo Health Post,,Y,O,Local,6675b20178fc5428625b3829
CXLEKGWH,Lekgwapeng Health Post,,Y,O,Local,6675b20178fc5428625b382a
CXLENTC,Lentsweletau Health Post,,Y,O,Local,6675b20178fc5428625b382b
CXLENTSW,Lentswelemoriti Health Post,,Y,O,Local,6675b20178fc5428625b382c
CXLENYBDF,Lenyanti BDF Health Post,,Y,O,Local,6675b20178fc5428625b382d
CXLEPHEC,Lephephe Clinic,,Y,O,Local,6675b20178fc5428625b382e
CXLEPHP,Lepokole Health Post,,Y,O,Local,6675b20178fc5428625b382f
CXLERAC,Lerala Clinic,,Y,O,Local,6675b20178fc5428625b3830
CXLESETC,Lesetlhana Clinic,,Y,O,Local,6675b20178fc5428625b3831
CXLESHHP,Leshibitse Health Post,,Y,O,Local,6675b20178fc5428625b3832
CXLESILH,Lesilakgokong Health Post,,Y,O,Local,6675b20178fc5428625b3833
CXLESIRC,Lesirane Clinic,,Y,O,Local,6675b20178fc5428625b3834
CXLESOMH,Lesoma Health Post,,Y,O,Local,6675b20178fc5428625b3835
CXLETHCL,Letlhakeng Clinic,,Y,O,Local,6675b20178fc5428625b3836
CXLETSHP,Letsholathebe Health Post,,Y,O,Local,6675b20178fc5428625b3837
CXLOBATH,Lobatse Athlone Hospital,,Y,O,Local,6675b20178fc5428625b3838
CXLOKGWH,Lokgwabe Health Post,,Y,O,Local,6675b20178fc5428625b3839
CXLOOLHP,Loologane Health Post,,Y,O,Local,6675b20178fc5428625b383a
CXLOOLOC,Loologane Clinic,,Y,O,Local,6675b20178fc5428625b383b
CXLOTLHC,Lotlhakane East Clinic,,Y,O,Local,6675b20178fc5428625b383c
CXLOTLHP,Lotlhakane West Health Post,,Y,O,Local,6675b20178fc5428625b383d
CXLOTSAC,Lotsane Clinic,,Y,O,Local,6675b20178fc5428625b383e
CXLUSAN,Lusane Clinic,,Y,O,Local,6675b20178fc5428625b383f
CXMAAPEH,Maape Health Post,,Y,O,Local,6675b20178fc5428625b3840
CXMABABE,Mababe Health Post,,Y,O,Local,6675b20178fc5428625b3841
CXMABALH,Mabale Health Post,,Y,O,Local,6675b20178fc5428625b3842
CXMABEC,Mabeleapudi Clinic,,Y,O,Local,6675b20178fc5428625b3843
CXMABELE,Mabeleapodi,,Y,O,Local,6675b20178fc5428625b3844
CXMABELH,Mabeleng Health Post,,Y,O,Local,6675b20178fc5428625b3845
CXMABESH,Mabesekwa Health Post,,Y,O,Local,6675b20178fc5428625b3846
CXMABHP,Mabolwe Health Post,,Y,O,Local,6675b20178fc5428625b3847
CXMABULE,Mabule Clinic,,Y,O,Local,6675b20178fc5428625b3848
CXMABUTC,Mabutsane Clinic,,Y,O,Local,6675b20178fc5428625b3849
CXMACHAC,Machaneng Clinic,,Y,O,Local,6675b20178fc5428625b384a
CXMADIAH,Madiaele Health Post,,Y,O,Local,6675b20178fc5428625b384b
CXMADIHP,Madiaela Health Post,,Y,O,Local,6675b20178fc5428625b384c
CXMADISP,Madisakwane Health Post,,Y,O,Local,6675b20178fc5428625b384d
CXMAFITC,Mafitlhakgosi Clinic,,Y,O,Local,6675b20178fc5428625b384e
CXMAGAPH,Magapatona Health Post,,Y,O,Local,6675b20178fc5428625b384f
CXMAHETH,Mahetwe Health Post,,Y,O,Local,6675b20178fc5428625b3850
CXMAHOHP,Mahotshwane Health Post,,Y,O,Local,6675b20178fc5428625b3851
CXMAITEC,Maitengwe Health Post,,Y,O,Local,6675b20178fc5428625b3852
CXMAJWAN,Majwanadipitse Clinic,,Y,O,Local,6675b20178fc5428625b3853
CXMAJWHP,Majwaneng Health Post,,Y,O,Local,6675b20178fc5428625b3854
CXMAKAKC,Makakatlela Clinic,,Y,O,Local,6675b20178fc5428625b3855
CXMAKAKU,Makakung Health Clinic,,Y,O,Local,6675b20178fc5428625b3856
CXMAKALA,Makalamabedi Clinic,,Y,O,Local,6675b20178fc5428625b3857
CXMAKALC,Makaleng Clinic,,Y,O,Local,6675b20178fc5428625b3858
CXMAKGOH,Makgophana Health Post,,Y,O,Local,6675b20178fc5428625b3859
CXMAKOBH,Makobo Health Post,,Y,O,Local,6675b20178fc5428625b385a
CXMAKOPC,Makopong Clinic,,Y,O,Local,6675b20178fc5428625b385b
CXMAKWHP,Makwate Health Post,,Y,O,Local,6675b20178fc5428625b385c
CXMALAHP,Malaka Health Post,,Y,O,Local,6675b20178fc5428625b385d
CXMALAT,Malatswai Clinic,,Y,O,Local,6675b20178fc5428625b385e
CXMALEH,Maleshe Health Post,,Y,O,Local,6675b20178fc5428625b385f
CXMALOHP,Malolwane Health Post,,Y,O,Local,6675b20178fc5428625b3860
CXMALOTHP,Malotwana Health Post,,Y,O,Local,6675b20178fc5428625b3861
CXMALWEL,Malwelwe Health Post,,Y,O,Local,6675b20178fc5428625b3862
CXMAMBOH,Mambo Health Post,,Y,O,Local,6675b20178fc5428625b3863
CXMANAHP,Manaledi Health Post,,Y,O,Local,6675b20178fc5428625b3864
CXMANDHP,Mandunyane Health Post,,Y,O,Local,6675b20178fc5428625b3865
CXMANGAC,Manga Clinic,,Y,O,Local,6675b20178fc5428625b3866
CXMANTSH,Mantswabisi Health Post,,Y,O,Local,6675b20178fc5428625b3867
CXMANYAC,Manyana Clinic,,Y,O,Local,6675b20178fc5428625b3868
CXMANYHP,Manyanda Health Post,,Y,O,Local,6675b20178fc5428625b3869
CXMAOKAC,Maokane Clinic,,Y,O,Local,6675b20178fc5428625b386a
CXMAOKC,Maokatumo Clinic,,Y,O,Local,6675b20178fc5428625b386b
CXMAPOKC,Mapoka Clinic,,Y,O,Local,6675b20178fc5428625b386c
CXMAPR,Mahalapye Prison Clinic,,Y,O,Local,6675b20178fc5428625b386d
CXMARAHP,Maralaleng Health Post,,Y,O,Local,6675b20178fc5428625b386e
CXMARAPO,Marapong Clinic,,Y,O,Local,6675b20178fc5428625b386f
CXMAROBH,Marobela Health Post,,Y,O,Local,6675b20178fc5428625b3870
CXMASE,Sefhare Primary Hospital,,Y,O,Local,6675b20178fc5428625b3871
CXMASEGO,Masego Clinic,,Y,O,Local,6675b20178fc5428625b3872
CXMASINH,Masingwaneng Health Post,,Y,O,Local,6675b20178fc5428625b3873
CXMASUKH,Masukwane Health Post,,Y,O,Local,6675b20178fc5428625b3874
CXMASUNG,Masunga Clinic,,Y,O,Local,6675b20178fc5428625b3875
CXMASUPH,Masunga Primary Hospital,,Y,O,Local,6675b20178fc5428625b3876
CXMATEBH,Matebele Health Post,,Y,O,Local,6675b20178fc5428625b3877
CXMATEN,Matenge Health Post,,Y,O,Local,6675b20178fc5428625b3878
CXMATHAC,Mathathane Clinic,,Y,O,Local,6675b20178fc5428625b3879
CXMATHAN,Mathangwane Clinic,,Y,O,Local,6675b20178fc5428625b387a
CXMATHP,Matlhakola Health Post,,Y,O,Local,6675b20178fc5428625b387b
CXMATLAP,Matlapana Health Post,,Y,O,Local,6675b20178fc5428625b387c
CXMATLHP,Matlhako Health Post,,Y,O,Local,6675b20178fc5428625b387d
CXMATOBH,Matobo Health Post,,Y,O,Local,6675b20178fc5428625b387e
CXMATOHP,Matopi Health Post,,Y,O,Local,6675b20178fc5428625b387f
CXMATOLH,Matolwane Health Post,,Y,O,Local,6675b20178fc5428625b3880
CXMATSHC,Matshelagabedi Clinic,,Y,O,Local,6675b20178fc5428625b3881
CXMATSIH,Matsitama Health Post,,Y,O,Local,6675b20178fc5428625b3882
CXMATSIL,Matsiloje Clinic,,Y,O,Local,6675b20178fc5428625b3883
CXMAUBHP,Maubelo Health Post,,Y,O,Local,6675b20178fc5428625b3884
CXMAUCC,Maun Councelling Centre,,Y,O,Local,6675b20178fc5428625b3885
CXMAUCL,Maunatlala Clinic,,Y,O,Local,6675b20178fc5428625b3886
CXMAUKAC,Maokatumo Clinic,,Y,O,Local,6675b20178fc5428625b3887
CXMAUNAH,Maunatlala Clinic,,Y,O,Local,6675b20178fc5428625b3888
CXMAUNH,Letsholathebe 11 Hospital,,Y,O,Local,6675b20178fc5428625b3889
CXMAUSSC,Maun Sec School Clinic,,Y,O,Local,6675b20178fc5428625b388a
CXMAUSU,Maun Surgery,,Y,O,Local,6675b20178fc5428625b388b
CXMBALAH,Mbalambi Health Post,,Y,O,Local,6675b20178fc5428625b388c
CXMBDFCL,Maun BDF Clinic,,Y,O,Local,6675b20178fc5428625b388d
CXMBOAH,Maboane Health Post,,Y,O,Local,6675b20178fc5428625b388e
CXMBUDH,Mabudzani Health Post,,Y,O,Local,6675b20178fc5428625b388f
CXMEDIE,Medie Health Post,,Y,O,Local,6675b20178fc5428625b3890
CXMENTAH,Mental Referal Hospital,,Y,O,Local,6675b20178fc5428625b3891
CXMETLOC,Metlobo Clinic,,Y,O,Local,6675b20178fc5428625b3892
CXMETLOH,Metlojane Health Post,,Y,O,Local,6675b20178fc5428625b3893
CXMETSIH,Metsimaswaane Health Post,,Y,O,Local,6675b20178fc5428625b3894
CXMETSIM,Metsimotlhabe Clinic,,Y,O,Local,6675b20178fc5428625b3895
CXMFHIC,Mafhikana Clinic,,Y,O,Local,6675b20178fc5428625b3896
CXMGORHP,Magoriapitse Health Post,,Y,O,Local,6675b20178fc5428625b3897
CXMHALPH,Mhalapitsa Health Post,,Y,O,Local,6675b20178fc5428625b3898
CXMIDDLC,Middlepits Health Post,,Y,O,Local,6675b20178fc5428625b3899
CXMMADIHP,Mmadikola Health Post,,Y,O,Local,6675b20178fc5428625b389a
CXMMADUH,Mmadunyane Health Post,,Y,O,Local,6675b20178fc5428625b389b
CXMMAKHP,Mmakgori Health Post,,Y,O,Local,6675b20178fc5428625b389c
CXMMAMOC,Mmamokhasi Clinic,,Y,O,Local,6675b20178fc5428625b389d
CXMMANHP,Mmanako Health Post,,Y,O,Local,6675b20178fc5428625b389e
CXMMANKC,Mmankgodi Clinic,,Y,O,Local,6675b20178fc5428625b389f
CXMMAPHH,Mmaphashalala Health Post,,Y,O,Local,6675b20178fc5428625b38a0
CXMMASHC,Mmashoro Clinic,,Y,O,Local,6675b20178fc5428625b38a1
CXMMASHO,Mmashoro Clinic,,Y,O,Local,6675b20178fc5428625b38a2
CXMMATHC,Mmathubudukwane Clinic,,Y,O,Local,6675b20178fc5428625b38a3
CXMMATHE,Mmathethe Clinic,,Y,O,Local,6675b20178fc5428625b38a4
CXMMATHP,Mmatseta Health Post,,Y,O,Local,6675b20178fc5428625b38a5
CXMMATSC,Mmatshumo Clinic,,Y,O,Local,6675b20178fc5428625b38a6
CXMMEYAH,Mmeya Health Post,,Y,O,Local,6675b20178fc5428625b38a7
CXMMOKOC,Mmokolodi Clinic,,Y,O,Local,6675b20178fc5428625b38a8
CXMMOPAN,Mmopane Clinic,,Y,O,Local,6675b20178fc5428625b38a9
CXMMOPHP,Mmopane Health Post,,Y,O,Local,6675b20178fc5428625b38aa
CXMMUTHP,Mmutlane Health Post,,Y,O,Local,6675b20178fc5428625b38ab
CXMOBOLH,Mobolwe Health Post,,Y,O,Local,6675b20178fc5428625b38ac
CXMOCDRH,Mochudi Deborah Retief Hosp,,Y,O,Local,6675b20178fc5428625b38ad
CXMODIHP,Modipane Health Post,,Y,O,Local,6675b20178fc5428625b38ae
CXMODIKH,Modikwane Health Post,,Y,O,Local,6675b20178fc5428625b38af
CXMOETIC,MOETI CLINIC,01-3-17,Y,O,Local,6675b20178fc5428625b38b0
CXMOGAHP,Mogapinyana Health Post,,Y,O,Local,6675b20178fc5428625b38b1
CXMOGOBC,Mogobane Clinic,,Y,O,Local,6675b20178fc5428625b38b2
CXMOGOBH,Mogobane Health Post,,Y,O,Local,6675b20178fc5428625b38b3
CXMOGODI,Mogoditshane Clinic,,Y,O,Local,6675b20178fc5428625b38b4
CXMOGOHP,Mogome Health Post,,Y,O,Local,6675b20178fc5428625b38b5
CXMOGOJH,Mogojogojwe Health Post,,Y,O,Local,6675b20178fc5428625b38b6
CXMOGONH,Mogonono Health Post,,Y,O,Local,6675b20178fc5428625b38b7
CXMOGOR,Mogorosi Clinic,,Y,O,Local,6675b20178fc5428625b38b8
CXMOGORH,Mogorosi Health Post,,Y,O,Local,6675b20178fc5428625b38b9
CXMOGOTH,Mogotho Health Post,,Y,O,Local,6675b20178fc5428625b38ba
CXMOGOTL,Mogotlhwane Health Post,,Y,O,Local,6675b20178fc5428625b38bb
CXMOIYAC,Moiyabana Clinic,,Y,O,Local,6675b20178fc5428625b38bc
CXMOKATH,Mokatako Health Post,,Y,O,Local,6675b20178fc5428625b38bd
CXMOKGEH,Mokgenene Health Post,,Y,O,Local,6675b20178fc5428625b38be
CXMOKGOC,Mokgoro Clinic,,Y,O,Local,6675b20178fc5428625b38bf
CXMOKHHP,Mokhomma Health Post,,Y,O,Local,6675b20178fc5428625b38c0
