Mnemonic,Name,Old ID,Active,Type,Category
CXSEMOLC,Semolale Clinic,,Y,O,Local
CXSENETC,Senete Clinic,,Y,O,Local
CXSENYAH,Senyawe Health Post,,Y,O,Local
CXSEOLWH,Seolwane Health Post,,Y,O,Local
CXSEPOC,Sepopa Clinic,,Y,O,Local
CXSEPOPD,LAB Private Patient OPD,,Y,O,Local
CXSERONG,Seronga Clinic,,Y,O,Local
CXSEROWC,Serowe Clinic,,Y,O,Local
CXSERUC,Serule Clinic,,Y,O,Local
CXSESAMC,Sesame Clinic,,Y,O,Local
CXSESE,Sese Health Post,,Y,O,Local
CXSESUHP,Sesung Health Post,,Y,O,Local
CXSHAAHP,SHAA Health Post,,Y,O,Local
CXSHADHP,Shadisshadi Health Post,,Y,O,Local
CXSHAK,Shakawe Clinic,,Y,O,Local
CXSHAKHP,Shakwe Health Post,,Y,O,Local
CXSHASHE,Shashe Bridge Health Post,,Y,O,Local
CXSHASHM,Shashe Mooke Health Post,,Y,O,Local
CXSHASHP,Shashe Health Post,,Y,O,Local
CXSHASST,Shashe Station Health Post,,Y,O,Local
CXSHELEC,Sheleketta Clinic,,Y,O,Local
CXSHORHP,Shorilatholo Health Post,,Y,O,Local
CXSHOROC,Shorobe Clinic,,Y,O,Local
CXSHOSHC,Shoshong Clinic,,Y,O,Local
CXSIGAC,Siga Clinic,,Y,O,Local
CXSIKWHP,Sikwane Health Post,,Y,O,Local
CXSIVIYH,Siviya Health Post,,Y,O,Local
CXSOBA,Bamalete Lutheran Hospital,,Y,O,Local
CXSOJWEC,Sojwe Clinic,,Y,O,Local
CXSOMELO,Somelo Health Post,,Y,O,Local
CXSORILH,Sorilatholo Health Post,,Y,O,Local
CXSOSE,Seventh Day Adventist Hos,,Y,O,Local
CXSOUTC,South East Ext Clinic,,Y,O,Local
CXSOWA,Sowa Clinic,,Y,O,Local
CXSPPA,Palapye Primary Hospital,,Y,O,Local
CXSPRISO,Prison,,Y,O,Local
CXSTDCLI,STD Clinic,,Y,O,Local
CXSTJOSE,St Josephs,,Y,O,Local
CXSTRUIH,Struizendam Health Post,,Y,O,Local
CXTAKATO,Takatokwane Clinic,,Y,O,Local
CXTAMAHP,Tamasane Health Post,,Y,O,Local
CXTAPOLC,Tapologong Clinic,,Y,O,Local
CXTATSIC,Tati Siding Clinic,,Y,O,Local
CXTATTOW,Tatitown Clinic,,Y,O,Local
CXTAUNCL,Taung Clinic,,Y,O,Local
CXTAUPHP,Taupye Health Post,,Y,O,Local
CXTAWANC,Tawana Clinic,,Y,O,Local
CXTBLOC,TB Location,,Y,O,Local
CXTEBE,Tebelopele VCT,,Y,O,Local
CXTEWANH,Tewane Health Post,,Y,O,Local
CXTEWCL,Tewane Clinic,,Y,O,Local
CXTHABAC,Thabala Clinic,,Y,O,Local
CXTHAMAC,Thamaga Clinic,,Y,O,Local
CXTHANHP,Thankane Health Post,,Y,O,Local
CXTHEMAC,Themashanga Clinic,,Y,O,Local
CXTHIIC,Thini Clinic,,Y,O,Local
CXTHITOC,Thito Clinic,,Y,O,Local
CXTHITOH,Thitoyamokodi Health Post,,Y,O,Local
CXTJUKUH,Tjukumuchu Health Post,,Y,O,Local
CXTLOKMC,Tlokweng Main Clinic,,Y,O,Local
CXTLOOWH,Tloowaneng Health Post,,Y,O,Local
CXTOBANE,Tobane Health Post,,Y,O,Local
CXTONOC,Tonota Clinic,,Y,O,Local
CXTONOCO,Tonota College,,Y,O,Local
CXTOPIHP,Topisi Health Post,,Y,O,Local
CXTOROHP,Tomoroja Health Post,,Y,O,Local
CXTOTENG,Toteng Health Post,,Y,O,Local
CXTSABOC,Tsabong Clinic,,Y,O,Local
CXTSAMC,Tsamaya Clinic,,Y,O,Local
CXTSAUCL,Tsau Clinic,,Y,O,Local
CXTSETHP,Tsetseng Health Post,,Y,O,Local
CXTSETSC,Tsetsejwe Clinic,,Y,O,Local
CXTSHANE,Tshane Health Post,,Y,O,Local
CXTSHEC,Tshesebe Clinic,,Y,O,Local
CXTSHIDI,Tshidilamolomo Clinic,,Y,O,Local
CXTSHIHP,Tshimoyapula Health Post,,Y,O,Local
CXTSHIMC,Tshimologo Clinic,,Y,O,Local
CXTSHIMO,Tshimoyapula Clinic,,Y,O,Local
CXTSHOHP,Tshokwe Health Post,,Y,O,Local
CXTSHOLC,Tsholofelo Clinic,,Y,O,Local
CXTSHWAA,Tshwaane Health Post,,Y,O,Local
CXTSHWAR,Tshwaragano Clinic,,Y,O,Local
CXTSOKOH,Tsokatshaa Health Post,,Y,O,Local
CXTSONYH,Tsonyane Health Post,,Y,O,Local
CXTSOOTC,Tsootsha Clinic,,Y,O,Local
CXTSOPEC,Tsopeng Clinic,,Y,O,Local
CXTUBUHP,Tubu Health Post,,Y,O,Local
CXTUGW,Gweta Primary Hospital,,Y,O,Local
CXTUMA,Masunga Primary Hospital,,Y,O,Local
CXTUTU,Tutume Primary Hospital,,Y,O,Local
CXUKHWHP,Ukhwi Health Post,,Y,O,Local
CXUNBOTS,University of Botswana,,Y,O,Local
CZZUNK,Unknown Patient Location,,Y,O,Local
DMANTNW,DM AnteNatal and Delivery Ward,,Y,I,Local
DMCDEM,DRM Dermatology clinic,,Y,O,Local
DMCDEN,DM Dental Department,,Y,O,Local
DMCDIE,DM Dietetics Clinic,,Y,O,Local
DMCEYE,DM Eye Clininc,,Y,O,Local
DMCPHY,DM Physiotherapy,,Y,O,Local
DMCPSY,DM Psychology Clinic,,Y,O,Local
DMCRAD,DM Radiology Department,,Y,O,Local
DMCSCW,DM Social Workers,,Y,O,Local
DMCTBC,DM Tuberculosis Clinic,TBC,Y,O,Local
DMCYOU,DM Youth Friendly Clinic,,Y,O,Local
DMDHIS,Deborah DHIS,,Y,O,Local
DMDLAB,DM Laboratory,,Y,O,Local
DMDOPD,DM Outpatient Department,,Y,O,Local
DMDPHA,DM Pharmacy,,Y,O,Local
DMEYET,DM Eye Theatre,,N,O,Local
DMEYTH,DM Eye Theatre,,Y,O,Local
DMFMEDW,DM Female Medical Ward,,Y,I,Local
DMFSURW,DM Female Surgical Ward,,Y,I,Local
DMMATH,DM Major Theatre,,Y,O,Local
DMMMEDW,DM Male Medical Ward,,Y,I,Local
DMMSURW,DM Male Surgical Ward,,Y,I,Local
DMPAEDW,DM Paediatric Ward,,Y,I,Local
DMPOSTW,DM Post Natal Ward,,Y,I,Local
DMREVENUE,DM Deborah Retief Revenue Off,,Y,O,Local
DMSCBU,DM Special Care Baby Unit,,Y,I,Local
DMSTA,DM Staff Clinic,,Y,O,Local
GAANTEW,GA Ante Natal Ward,,Y,I,Local
GACDEN,GA Dental Clinic,,Y,O,Local
GACDIA,GA Diabetic Specialist Clinic,,Y,O,Local
GACLAS,GA Labour Assistance Area,,Y,O,Local
GACMED,GA Medical Specialist Clinic,,Y,O,Local
GACMOP,GA Medical Outpatient Dept,,Y,O,Local
GACOPT,GA Opthalmology Clinic,,Y,O,Local
GACORT,GA Orthopaedic Clinic,,Y,O,Local
GACPHY,GA Physiotherapy Dept,,Y,O,Local
GACPSY,GA Psyciatric Clinic,,Y,O,Local
GACSCW,GA Social Workers,,Y,O,Local
GACSOP,GA Surgical Outpatient Dept,,Y,O,Local
GACSRH,GA Sexual Reproductive Health,,Y,O,Local
GACSTA,GA Staff Clinic,,Y,O,Local
GACTBC,GA Tuberculosis Clinic,,Y,O,Local
GACULT,GA Ultra Sound Dept,,Y,O,Local
GACYOU,GA Youth Clinic,,Y,O,Local
GADHIS,Ghanzi DHIS,,Y,O,Local
GADLAB,GA Laboratory Dept,,Y,O,Local
GADPHA,GA Pharmacy,,Y,O,Local
GADRAD,GA Radiology Dept,,Y,O,Local
GAFGENW,GA Female General Ward,,Y,I,Local
GALABOW,GA Labour Ward,,Y,I,Local
GAMATH,GA Major Theatre,,Y,O,Local
GAMGENW,GA Male General Ward,,Y,I,Local
GAMITH,GA Minor Theatre,,Y,O,Local
GAPOSNW,GA Post Natal Ward,,Y,I,Local
GAPREMW,GA Preterm Baby Ward,,Y,I,Local
GAREVENUE,GA Gantsi Revenue Office,,Y,O,Local
GFCARW,Area W Clinic,,Y,O,Local
GFCBOIKH,GFC Boikhutso Clinic,,N,O,Local
GFCDONGA,GFC Donga Clinic,,N,O,Local
GFCMASEG,GFC Masego Clinic,,N,O,Local
GFCTATIS,GFC Tati Siding Clinic,,N,O,Local
GFCTNT,Tonota Clinic,,Y,O,Local
GFCTONOT,GFC Tonota Clinic,,N,O,Local
GGCBPS,Botswana Prisons Service Clini,,Y,O,Local
GGCBRHTL,GGC Broadhurst Traditional CL,,N,O,Local
GGCJULML,GGC Julia Molefhe Clinic,,N,O,Local
GGCJUM,Julia Molefhe Clinic,,Y,O,Local
GGCKGA,Kgatelopele Clinic,,Y,O,Local
GGCLES,Lesirane Clinic,,Y,O,Local
GGCMATLES,GGC Lesirane Mat Ward,,Y,O,Local
GGCNKA,Nkaikela Healthpost,,N,O,Local
GGCNKO,Nkoyaphiri clinic,,Y,O,Local
GGCNKOYAP,GGC Nkoyaphiri Clinic,,N,O,Local
GGCNKOYP,GGC Nkoyaphiri Clinic,,N,O,Local
GGCTLO,Tlokweng Main Clinic,,Y,O,Local
GGCTLOKN,GGC Tlokweng Main Clinic,,N,O,Local
GHANTNW,GH Ante Natal Ward,,Y,I,Local
GHCEYE,GH Eye Clinic,,Y,O,Local
GHCPSY,GH Psychiatric Clinic,,Y,O,Local
GHCSRH,GH Sexual Reproductive Health,,Y,O,Local
GHDHIS,Goodhope DHIS,,Y,O,Local
GHDLAB,GH Laboratory,,Y,O,Local
GHDOPD,GH Out Patient Department,,Y,O,Local
GHDPHA,GH Pharmacy,,Y,O,Local
GHDRAD,GH Radiology Department,,Y,O,Local
GHDSOC,GH Social Work Dept,,Y,O,Local
GHFGENW,GH Female General Ward,,Y,I,Local
GHLABOW,GH Labour Ward,,Y,I,Local
GHMGENW,GH Male General Ward,,Y,I,Local
GHMITH,GH Minor Theatre,,Y,O,Local
GHPAEDW,GH Paediatrics Ward,,Y,I,Local
GHPIHW,GH Pregnancy Induced Hypertion,,Y,I,Local
GHPOSTW,GH Post Natal Ward,,Y,I,Local
GHTBWRD,GH TB Shelter Ward,,Y,I,Local
GHTDWRD,GH TB Shelter Ward,,N,I,Local
GHTHEA,GH Main Theatre,,Y,O,Local
GPAEDW,GA Paediatric Ward,,Y,I,Local
GUCEYE,GU Eye Clinic,,Y,O,Local
GUCPSY,GU Psychiatric Clinic,,Y,O,Local
GUDHIS,Gumare DHIS,,Y,O,Local
GUDLAB,GU Laboratory,,Y,O,Local
GUDOPD,GU Outpatient Department,,Y,O,Local
GUDPHA,GU Pharmacy Department,,Y,O,Local
GUDRAD,GU Radiology Department,,Y,O,Local
GUDSOC,GU Social Work Department,,Y,O,Local
GUGENWD,GU General Ward,,Y,I,Local
GUMATH,GU Main Theatre,,Y,O,Local
GUMATWD,GU Maternity Ward,,Y,I,Local
GUMITH,GU Minor Theatre,,Y,O,Local
GWCDEN,GW Dental Clinic,,Y,O,Local
GWCEYE,GW Eye Clinic,,Y,O,Local
GWCPSY,GW Psychiatric Clinic,,Y,O,Local
GWDHIS,Gweta DHIS,,Y,O,Local
GWDLAB,GW Laboratory,,Y,O,Local
GWDOPD,GW Outpatient Department,,Y,O,Local
GWDPHA,GW Pharmacy Department,,Y,O,Local
GWDRAD,GW Radiology Department,,Y,O,Local
GWDSOC,GW Social Work Department,,Y,O,Local
GWGENWD,GW General Ward,,Y,I,Local
GWISOW,GW Covid Isolation Ward,,Y,I,Local
GWMATH,GW Main Theatre,,Y,O,Local
GWMATWD,GW Maternity Ward,,Y,I,Local
GWMITH,GW Minor Theatre,,Y,O,Local
HGGMMO,Mmopane Healthpost,,Y,O,Local
HGGNKA,Nkaikela Healthpost,,Y,O,Local
HKANTNW,HK Ante Natal Ward,,Y,I,Local
HKCDEN,HK Dental Clinic,,Y,O,Local
HKCDIE,HK Dietetics,,Y,O,Local
HKCEYE,HK Eye Clinic,,Y,O,Local
HKCPSY,HK Psychology clinic,,Y,O,Local
HKCPSYC,HK PSYCHIATRIC CLINIC,,Y,O,Local
HKCYOU,HK Youth Friendly Services Cli,,Y,O,Local
HKDHIS,Hukuntsi DHIS,,Y,O,Local
HKDLAB,HK Laboratory,,Y,O,Local
HKDOPD,HK Outpatient Department,,Y,O,Local
HKDPHA,HK Pharmacy,,Y,O,Local
HKDRAD,HK Radiology Department,,Y,O,Local
HKDSOC,HK Social Work Department,,Y,O,Local
HKERUN,Rungwana Healthpost,,Y,O,Local
HKFMEDW,HK Female Ward,,Y,I,Local
HKGENHD,HK General High Dependency,,Y,I,Local
HKISOW,HK Isolation Ward,,Y,I,Local
HKKANGW,HK Kangaroo Ward,,Y,I,Local
HKMATH,HK Main Theatre,,Y,O,Local
HKMITH,HK Minor Theatre,,Y,O,Local
HKMMEDW,HK Male Ward,,Y,I,Local
HKPAEDW,HK Paediatrics,,Y,I,Local
HKPOSTW,HK Post Natal Ward,,Y,I,Local
HKREVENUE,HK Sundry Revenue,,Y,O,Local
HKSCBUW,HK Special Care Baby Unit,,Y,I,Local
HKTBSHW,HK TB Shelters Ward,,Y,I,Local
JPKANTENW,JPK Antenatal Ward,,N,I,Local
JPKCDEN,JPK Dental Department,,Y,O,Local
JPKCDIE,JPK Dietetics Department,,Y,O,Local
JPKCEYE,JPK Eye Clinic,,Y,O,Local
JPKCOPD,JPK Outpatient Department,,Y,O,Local
JPKCPSY,JPK Psychiatric Clinic,,Y,O,Local
JPKCSOW,JPK Social Work Department,,Y,O,Local
JPKCSRH,JPK Sexual Reproductive Health,,Y,O,Local
JPKDHIS,JPK DHIS,,Y,O,Local
JPKDLAB,JPK Laboratory Department,,Y,O,Local
JPKDPHA,JPK Pharmacy Department,,Y,O,Local
JPKDRAD,JPK Radiology Department,,Y,O,Local
JPKFGENW,JPK Female General Ward,,N,I,Local
JPKGENWD,JPK General Ward,,Y,I,Local
JPKLABOW,JPK Labour Ward,,N,I,Local
JPKMATH,JPK Main Theatre,,Y,O,Local
JPKMATWD,JPK Maternity Ward,,Y,I,Local
JPKMGENW,JPK Male General Ward,,N,I,Local
JPKMITH,JPK Minor Theatre,,Y,O,Local
JPKPAEDW,JPK Paediatric General Ward,,N,I,Local
JPKPOSNW,JPK Post Natal Ward,,N,I,Local
JPKREVENUE,JPK Revenue Office,,Y,O,Local
JPKSCBU,JPK Special Care Baby Unit,,N,I,Local
JPKTBWD,JPK TB Ward,,Y,I,Local
JWUNOPD,Unit 7 Clinic OPD,,Y,O,Local
KACDEN,KA Dental Clinic,,Y,O,Local
KACDIE,KA DIETETICS CLINIC,,Y,O,Local
KACEYE,KA Eye Clinic,,Y,O,Local
KACPSY,KA Psychiatric Clinic,,Y,O,Local
KACSRH,KA SRH Clinic,,Y,O,Local
KADHIS,Kasane DHIS,,Y,O,Local
KADLAB,KA Laboratory,,Y,O,Local
KADOPD,KA Outpatient Department,,Y,O,Local
KADPHA,KA Pharmacy Department,,Y,O,Local
KADRAD,KA Radiology Department,,Y,O,Local
KADSOC,KA Social Work,,Y,O,Local
KAGENWD,KA General Ward,,Y,I,Local
KAMATH,KA Main Theatre,,Y,O,Local
KAMATWD,KA Maternity Ward,,Y,I,Local
KAMITH,KA Minor Theatre,,Y,O,Local
KNCKAN,Kang Clinic,,Y,O,Local
KSCDEN,KS Dental,,Y,O,Local
KSCDIE,KS Dietetics,,Y,O,Local
KSCEYE,KS Eye Clinic,,Y,O,Local
KSCPHY,KS Physiotherapy,,Y,O,Local
KSCPSY,KS Psychiatric,,Y,O,Local
KSCSRH,KS Sexual Reproductive Health,,Y,O,Local
KSCSUR,KS Surgical Clinic,,Y,O,Local
KSDHIS,Kanye DHIS,,Y,O,Local
KSDOPD,KS Outpatient,,Y,O,Local
KSDPHA,KS Pharmacy,,Y,O,Local
KSDRAD,KS Radiology,,Y,O,Local
KSDSOC,KS Social Work,,Y,O,Local
KSFMEDW,KS Female Medical Ward,,Y,I,Local
KSISOW,KS Covid Isolation Ward,,Y,I,Local
KSMATENW,KS Maternity Ward,,N,I,Local
KSMATNW,KS Maternity Ward,,Y,I,Local
KSMMEDW,KS Male Medical Ward,,Y,I,Local
KSPAEDW,KS Paediatrics Ward,,Y,I,Local
KSPRVYW,KS Private Ward,,Y,I,Local
KSREVENUE,KS Saundry Revenue,,Y,O,Local
KSSURGW,KS Surgical Ward,,Y,I,Local
KSTHEA,KS Theatre,,Y,O,Local
KWCLTK,Letlhakeng Clinic,,Y,O,Local
LHANTNW,LH Ante Natal Ward,,Y,I,Local
LHCDEN,LH Dental Clinic,,Y,O,Local
LHCEYE,LH Eye Clinic,,Y,O,Local
LHCSRH,LH Sexual Reproductive Health,,Y,O,Local
LHCTB,LH Tubercolosis Clinic,,Y,O,Local
LHCYOU,LH Youth Friendly Services Cli,,Y,O,Local
LHDHIS,Letlhakane DHIS,,Y,O,Local
LHDLAB,LH Laboratory,,Y,O,Local
LHDOPD,LH Outpatient Department,,Y,O,Local
LHDPHA,LH Pharmacy,,Y,O,Local
LHDRAD,LH Radiology Department,,Y,O,Local
LHDSOC,LH Social Work Department,,Y,O,Local
LHFISOW,LH Female Isolation Ward,,Y,I,Local
LHFMEDW,LH Female Ward,,Y,I,Local
LHFTBWD,LH Female TB Ward,,Y,I,Local
LHISOW,LH Hospital Covid Isolation,,Y,I,Local
LHLABOW,LH Labour Ward,,Y,I,Local
LHMISOW,LH Male Isolation Ward,,Y,I,Local
LHMMEDW,LH Male Ward,,Y,I,Local
LHMTBWD,LH Male TB Ward,,Y,I,Local
LHPAEDW,LH Paediatrics,,Y,I,Local
LHPOSTW,LH Post Natal Ward,,Y,I,Local
LHREVENUE,LH Sundry Revenue,,Y,O,Local
LHSCBUW,LH Special Care Baby Unit,,Y,I,Local
LHTHEA,LH Theatre Department,,Y,O,Local
MAANTNW,MA Antenatal Ward,,N,I,Local
MAANTW,MA Antenatal Ward,,Y,I,Local
MACCPS,MA Clinical Psychology Clinic,,Y,O,Local
MACDEN,MA Dental Clinic,,Y,O,Local
MACDER,MA Dermatology Clinic,,Y,O,Local
MACDIA,MA Diabetic Clinic,,Y,O,Local
MACDIE,MA Dietician Clinic,,Y,O,Local
MACENT,MA ENT Clinic,,Y,O,Local
MACEYE,MA Eye Clinic,,Y,O,Local
MACGYN,MA Gynaecology Clinic,,Y,O,Local
MACHYP,MA Hypertension Clinic,,Y,O,Local
MACMCH,MA Sexual Reproductive Health,,Y,O,Local
MACMED,MA Medical Clinic,,Y,O,Local
MACMEX,MA Medical Exams Clinic,,Y,O,Local
MACOCC,MA Occupational Therapy Clinic,,Y,O,Local
MACOPH,MA Ophthalmology Clinic,,Y,O,Local
MACORT,MA Orthopaedic Clinic,,Y,O,Local
MACPAE,MA Paediatric Clinic,,Y,O,Local
MACPHY,MA Physiotherapy Clinic,,Y,O,Local
MACPSY,MA Psychiatric Clinic,,Y,O,Local
MACSCW,MA Social Workers Clinic,,Y,O,Local
MACSUR,MA Surgical Clinic,,Y,O,Local
MACTB,MA TB Clinic,,N,O,Local
MACTBT,MA MDR TB Treatment Clinic,,Y,O,Local
MACYF,MA Youth Friendly Clinic,,Y,O,Local
MADEN,Dental Clinic,MA,N,O,Local
MADHIS,Letsholathebe DHIS,,Y,O,Local
MADIE,Dietician Clinic,MA,N,O,Local
MADLAB,MA Laboratory,,Y,O,Local
MADMORT,MA Mortuary,,N,O,Local
MADOPD,MA Outpatient Department,,Y,O,Local
MADPHA,MA Pharmacy Department,,Y,O,Local
MADRAD,MA Diagnostic Imaging Dept,,Y,O,Local
MAFMEDW,MA Female Medical Ward,,Y,I,Local
MAFPSYW,MA Female Psychiatric Ward,,Y,I,Local
MAFSURW,MA Female Surgical Ward,,Y,I,Local
MAFTBW,MA Female Tuberculosis Ward,,Y,I,Local
MAFTENT,MA Female Eye Tent,,N,I,Local
MAGICUW,MA Intensive Care Unit,,N,I,Local
MAGYN,Gynaecology Clinic,MA,N,O,Local
MAGYNAW,MA Gynaecology Ward,,Y,I,Local
MAGYNTH,MA Gynegology Theatre,,Y,O,Local
MAICUW,MA Intensive Care Ward,,N,I,Local
MAISOW,MA Covid Isolation Ward,,Y,I,Local
MALABOW,MA Labour Ward,,Y,I,Local
MAMATH,MA Major Theatre,,Y,O,Local
MAMCH,Mother Child Health Clinic,MA,N,O,Local
MAMITH,MA Minor Theatres,,Y,O,Local
MAMMEDW,MA Male Medical Ward,,Y,I,Local
MAMORT,MA Mortuary,,N,O,Local
MAMPSYW,MA Male Psychiatric Ward,,Y,I,Local
MAMSURW,MA Male Surgical Ward,,Y,I,Local
MAMTBW,MA Male Tuberculosis Ward,,Y,I,Local
MAMTENT,MA Male Eye Tent,,N,I,Local
MANURW,MA Nursery Ward,,Y,I,Local
MAOPH,Ophthalmology Clinic,MA,N,O,Local
MAPAE,Paediatric Clinic,MA,N,O,Local
MAPAEDW,MA Paediatric Ward,,N,I,Local
MAPAEMW,MA Paediatric Medical Ward,,Y,I,Local
MAPAESW,MA Paediatric Surgical Ward,,Y,I,Local
MAPHY,Physiology Clinic,MA,N,O,Local
MAPOSNW,MA Post Natal Ward,,Y,I,Local
MAPSY,Maun Psychiatric Clinic,MA,N,O,Local
MAPSYW,MA Psychiatric Ward,,N,I,Local
MAREVENUE,MA SUNDRY REVENUE,,Y,O,Local
MASCBW,MA Special Care Baby Unit,,Y,I,Local
MATBC,Maun TB Clinic,MA,N,O,Local
MATBW,MA Tuberculosis Ward,,N,I,Local
MATHEA,MA Maun Theatres,,Y,O,Local
MATSUR,MA General Sugeons,,Y,O,Local
MBCMBT,Mabutsane Clinic,,N,O,Local
MBSMBT,Mabutsane Clinic,,Y,O,Local
MCPSY,Psycology Clinic,MA,N,O,Local
MDANTNW,MD Ante-Natal Maternity ward,,Y,I,Local
MDCEYE,MD Eye Clinic,,Y,O,Local
MDCPSY,MD Psychiatry Clinic,,Y,O,Local
MDCSRH,MD Sexual Reproductive Health,,Y,O,Local
MDCTB,MD TB Clinic,,Y,O,Local
MDCYFS,MD Youth Friendly Service Clin,,Y,O,Local
MDDHIS,Mmadinare DHIS,,Y,O,Local
MDDLAB,MD Laboratory,,Y,O,Local
MDDOPD,MD Outpatient Department,,Y,O,Local
MDDPHA,MD Pharmacy,,Y,O,Local
MDDRAD,MD Radiology Department,,Y,O,Local
MDDSOC,MD Social Work Department,,Y,O,Local
MDFGENW,MD Female General Ward,,Y,I,Local
MDFTBW,MD Female TB Ward,,Y,I,Local
MDGENISO,MD Isolation General Ward,,Y,I,Local
MDISOLW,MD Isolation TB Ward,,Y,I,Local
MDISOW,MD Covid Isolation Ward,,Y,I,Local
MDLABOW,MD Labour Maternity Ward,,Y,I,Local
MDMGENW,MD Male General Ward,,Y,I,Local
MDMTBW,MD Male TB Ward,,Y,I,Local
MDPAEDW,MD Paediatrics Ward,,Y,I,Local
MDPOSTW,MD Post-Natal Maternity Ward,,Y,I,Local
MDTHEA,MD Minor Theatre,,Y,O,Local
MHANTEW,MH Ante Natal Ward,,Y,I,Local
MHCCAR,MH Cardiology Clinic,,Y,O,Local
MHCCPS,MH Clinical Psychology,,Y,O,Local
MHCDEN,MH Dental Clinic,,Y,O,Local
MHCDIA,MH Diabetic Clinic,,Y,O,Local
MHCDIE,MH Dietician Clinic,,Y,O,Local
MHCEYE,MH Eye Clinic,,Y,O,Local
MHCGYN,MH Gynegology Clinic,,Y,O,Local
MHCHYP,MH Hypertension Clinic,,Y,O,Local
MHCMEX,MH Medical Examiniation Clinic,,Y,O,Local
MHCMSP,Moshupa Council Clinic,,Y,O,Local
MHCOCC,MH Occupational Therapy,,Y,O,Local
MHCORT,MH Orthopaedic Clinic,,Y,O,Local
MHCPHY,MH Physiotherapy Dept,,Y,O,Local
MHCPSY,MH Psychiatric Clinic,,Y,O,Local
MHCRAD,MH Radiology Dept,,Y,O,Local
MHCSCW,MH Social Workers,,Y,O,Local
MHCSRH,MH Sexual Reproductive Health,,Y,O,Local
MHCSTA,MH Staff Clinic,,Y,O,Local
MHCSUR,MH General Surgeon Clinic,,Y,O,Local
MHCWS,MH Social Workers,,N,O,Local
MHCYOU,MH Youth Clinic,,Y,O,Local
MHDHIS,Mahalapye DHIS,,Y,O,Local
MHDLAB,MH Laboratory Dept,,Y,O,Local
MHDOPD,MH Outpatients Department,,Y,O,Local
MHDPHA,MH Parmacy Dept,,Y,O,Local
MHFMEDW,MH Female Medical Ward,,Y,I,Local
MHFORTHW,MH Female Orthopedic Ward,,Y,I,Local
MHFSURGYW,MH Female Surgical and Gynae W,,Y,I,Local
MHFSURW,MH Female Surgical Ward,,Y,I,Local
MHGYNEW,MH Gynegology Ward,,Y,I,Local
MHLABOW,MH Labour Ward,,Y,I,Local
MHMMEDW,MH Male Medical Ward,,Y,I,Local
MHMORTHW,MH Male Orhtopedic Ward,,Y,I,Local
MHMSURW,MH Male Surgical Ward,,Y,I,Local
MHNURW,MH Nursery Ward,,Y,I,Local
MHORTHW,MH Orthopaedic Ward,,Y,I,Local
MHPAEDW,MH Paediatric Ward,,Y,I,Local
MHPOSTW,MH Post Natal Ward,,Y,I,Local
MHPSYCW,MH General Psyciatric Ward,,Y,I,Local
MHREVENUE,MH Mahalapye Revenue Office,,Y,O,Local
MHSCW,MH Social Workers,,N,O,Local
MHTMAI,MH Main Theatre,,Y,O,Local
MHTMIN,MH Minor Theatre,,Y,O,Local
MPCL,MPHO CLINI,,Y,O,Local
MSANTNW,MS Ante-Natal Ward,,Y,I,Local
MSCDEN,MS Dental Clinic,,Y,O,Local
MSCEYE,MS Eye Clinic,,Y,O,Local
MSCPSY,MS Psychiatric Clinic,,Y,O,Local
MSDHIS,Masunga DHIS,,Y,O,Local
MSDLAB,MS Laboratory,,Y,O,Local
MSDOPD,MS Outpatient Department,,Y,O,Local
MSDPHA,MS Pharmacy,,Y,O,Local
MSDRAD,MS Radiology Department,,Y,O,Local
MSDSOC,MS Social Work Department,,Y,O,Local
MSFISOW,MS Female Isolatn - Infectious,,Y,I,Local
MSFMEDW,MS Female Ward,,Y,I,Local
MSHDGEN,MS General Ward - HD,,Y,I,Local
MSISONON,MS Isolation - Non Infectious,,Y,I,Local
MSISOW,MS ISOLATION WARD,,Y,I,Local
MSLABOW,MS Labour Ward,,Y,I,Local
MSMATH,MS Main Theatre,,Y,O,Local
MSMISOW,MS Male Isolation - Infectious,,Y,I,Local
MSMITH,MS Minor Theatre,,Y,O,Local
MSMMEDW,MS Male Ward,,Y,I,Local
MSPAEDW,MS Paediatrics Ward,,Y,I,Local
MSPOSTW,MS Post Natal Ward,,Y,I,Local
MSREVENUE,MS Sundry Revenue,,Y,O,Local
MSSCBUW,MS Special Care Baby Unit Ward,,Y,I,Local
MSSTAFW,MS Staff Rooms,,Y,I,Local
MSTBWRD,MS TB Shelters,,Y,I,Local
NYACCU,NY Accupuncture,,Y,O,Local
NYBLOOD,NY Blood Donor,,Y,O,Local
NYBREAKA,NY Breakages and Losses,,Y,O,Local
NYCACU,NY Acupuncture Clinic,,Y,O,Local
NYCDEN,NY Dental Clinic,,Y,O,Local
NYCDER,NY Dermatology Clinic,,Y,O,Local
NYCDIA,NY Diabetic Clinic,,Y,O,Local
NYCDIE,NY Dietetics Obesity Clinic,,Y,O,Local
NYCENT,NY Ear Nose and Throat Clinic,,Y,O,Local
NYCGAS,NY Gastroenterology Clinic,,Y,O,Local
NYCGYN,NY Gynaecology Clinic,,Y,O,Local
NYCHYP,NY Hypertensice Clinic,,Y,O,Local
NYCMDR,NY MDR Clinic,,Y,O,Local
NYCMEC,NY Medical Cardiac Clinic,,Y,O,Local
NYCMED,NY Medical Clinic,,Y,O,Local
NYCNEU,NY Neurological Clinic,,Y,O,Local
